,Rank,sample_id,factor,cell_line,cell_type,tissue,DNase_p_value,ChIP-seq_p_value,H3K27ac_p_value,summary_p_value
3597,3598,77331,SP140,None,Macrophage,None,0.008391519846951863,0.0006712151796203975,0.014943870488074275,0.0017901268728035546
3598,3599,46096,REST,ECC-1,Epithelium,Endometrium,0.005643024206589684,0.0007586513623314819,0.005917332587063106,0.001802547945580657
3599,3600,54632,NCAPG,MCF-7,Epithelium,Breast,0.0020683838920856727,0.0013224691524388037,0.0024467599182517296,0.0018200205051976948
3600,3601,56040,RAD21,HepG2,Epithelium,Liver,0.013812822592524063,0.0006751262203219558,0.012429519512902453,0.001836003071572112
3601,3602,62608,RAD21,HepG2,Epithelium,Liver,0.013812822592524063,0.0006751262203219558,0.012429519512902453,0.001836003071572112
3602,3603,44601,BRD4,VCaP,Epithelium,Prostate,0.0026133808243796013,0.001059961859016467,0.003296587893099045,0.0018411510435173417
3603,3604,34389,SMARCA4,None,None,None,0.10148288274965511,0.000620035545917159,0.40978496483017424,0.0018481331021345526
3604,3605,49449,NRF1,T47D,Epithelium,Mammary Gland,0.002676812737574098,0.0010518501693373894,0.003374720072798239,0.001851166077711297
3605,3606,5049,CTCF,GM19238,Lymphoblastoid,Blood,0.008471599650769851,0.0007874809643604045,0.004539878374344579,0.001865489897939332
3606,3607,63674,ELF1,MCF-7,Epithelium,Breast,0.0017017816482770925,0.0017513575327006738,0.002233657380985195,0.001867644921893119
3607,3608,49628,GATA3,MCF-7,Epithelium,Breast,0.0024182269975716163,0.0012181552018843383,0.0027759879762932504,0.0018812679773830832
3608,3609,72942,TBX5,None,Cardiomyocyte,None,0.0025761905133461524,0.0010126318034234312,0.004646337303413326,0.001885712465319378
3609,3610,2736,FOXA1,T47D,Epithelium,Mammary Gland,0.0028831946568328415,0.0009606902046594437,0.004932767007249383,0.0018862331167071589
3610,3611,44437,ESR1,MCF-7,Epithelium,Breast,0.004411310558307898,0.0007892847842144052,0.011179888867467862,0.0018950508712785585
3611,3612,75574,CTCF,None,None,None,0.21447165367539978,0.0006371839475579037,0.3435216009781855,0.0019047146843901297
3612,3613,4938,RELA,GM19193,Lymphoblastoid,Blood,0.002356315588252309,0.00121973770722754,0.0030826338453113604,0.0019124912225536583
3613,3614,69276,AR,VCaP,Epithelium,Prostate,0.0027046661161919164,0.001109665694597913,0.0034066556467669032,0.0019176167428583968
3614,3615,68913,KDM5C,ZR-75-30,None,None,0.0018356502596438475,0.0016028726025973982,0.002578439438980659,0.0019274300770995012
3615,3616,63744,FOXK2,K562,Erythroblast,Bone Marrow,0.004395307435664316,0.0007886874319020099,0.01713210730328546,0.0019307996802387373
3616,3617,55285,5HMC,LNCaP,Epithelium,Prostate,0.1005665420402268,0.0006512377460654738,0.23565324465119247,0.0019372292997190121
3617,3618,4118,HDAC1,None,T Lymphocyte,Blood,0.0015703853324176768,0.0015621522787175252,0.004025205153073708,0.001966749801008749
3618,3619,566,VDR,GM10861,Lymphocyte,Blood,0.007633268750265463,0.0007438248626457742,0.021658237999334876,0.0019717378958686305
3619,3620,1083,SMAD2/3,H9,Embryonic Stem Cell,Embryo,0.0058127344418407965,0.0008811030810982128,0.004725595043559717,0.0019755394642365087
3620,3621,71104,CTCF,VCaP,Epithelium,Prostate,0.24171146074022398,0.0006612465599147762,0.2978546111019358,0.0019763664006637316
3621,3622,71014,MYC,None,Hematopoietic stem and progenitor cell,Bone Marrow,0.0038331408417496848,0.0008837891308712445,0.00809853350726067,0.001979112699019403
3622,3623,64550,GTF2A2,K562,Erythroblast,Bone Marrow,0.0020065050552596515,0.0019585610976982177,0.0020106104333484304,0.0019916096001468264
3623,3624,63140,KLF4,MCF-7,Epithelium,Breast,0.0021553908337868135,0.0017330018049323882,0.0021603878620974157,0.001994858507288033
3624,3625,44563,EMX1,293FT,None,Embryonic Kidney,0.005696991408739125,0.0008672530045500404,0.005986285845269141,0.002005851342667009
3625,3626,67858,TET2,HEK293T,Epithelium,Embryonic Kidney,0.0023802033315698536,0.0019413694414927728,0.0017850508610172198,0.002006098110262866
3626,3627,46112,ATF2,GM12878,B Lymphocyte,Blood,0.00374771600471289,0.0008443294428381772,0.0331436753681317,0.0020252912461746764
3627,3628,43099,RUNX1,CUTLL1,T Lymphocyte,Blood,0.0031655112216154285,0.0008838990319263088,0.03085709254141659,0.002027618529875541
3628,3629,71858,ESR1,MCF-7,None,None,0.0025320981440882587,0.0012848970757133287,0.003297915506776347,0.0020319416646884525
3629,3630,77081,ZNF585A,293T,None,None,0.0028241967663939303,0.001131518142369572,0.004261900702043045,0.0020373769504225536
3630,3631,50374,EZH1,None,Proerythroblast,Fetal Liver,0.0023709051442568235,0.0014403794547000225,0.0028415273464370916,0.002043648186066005
3631,3632,55344,SUMO2,K562,Erythroblast,Bone Marrow,0.0024838826596404132,0.0010707693984869351,0.007687095008696422,0.0020455827213253786
3632,3633,58055,NR3C1,U2OS,None,Bone,0.0027096507429029263,0.001024606819298399,0.009982732930296907,0.0020758606456716677
3633,3634,69287,AR,VCaP,Epithelium,Prostate,0.0023750800145455036,0.0014536199634931958,0.0029781971757568775,0.0020764868837401806
3634,3635,76529,MBTD1,K562,Lymphoblast,None,0.001744828176954786,0.0013365051853642307,0.008143593998768198,0.002077386983272589
3635,3636,65188,KLF1,HEK293,Epithelium,Embryonic Kidney,0.0037161918051536857,0.0009680418006877261,0.007379592728862871,0.0020868176525679627
3636,3637,64546,HNF1A,HepG2,Epithelium,Liver,0.00391442923118443,0.000915700184447104,0.011109540541510537,0.0020869471390289607
3637,3638,67499,GATA3,MDA-MB-231,Epithelium,Mammary Gland,0.17153359560518333,0.0006999025431913245,0.40632803363932307,0.002090599572694418
3638,3639,41144,ESR1,None,Epithelium,Mammary Gland,0.006624462573149565,0.000813476769855288,0.018404286522146898,0.0020912950359923133
3639,3640,68968,PR,T47D,None,Breast,0.007708101041919694,0.0008213153101436447,0.012177949574578012,0.002098839912481276
3640,3641,4631,KAT5,None,T Lymphocyte,Blood,0.00237582587775769,0.0011154499342719425,0.0094024534594334,0.002107127654673413
3641,3642,54515,MYC,MCF-10A,Epithelium,Breast,0.002432094507155599,0.0015031375739714948,0.0028797582449085323,0.002107195743425938
3642,3643,48317,ZBTB33,GM12878,B Lymphocyte,Blood,0.001896417998168522,0.0013876888198981708,0.005704845646603311,0.002107905993443071
3643,3644,48765,EZH2,None,Multiple myeloma,None,0.009611895013678573,0.0008112459549564871,0.011712216384305384,0.0021096475638687218
3644,3645,76403,RELB,GM12878,Lymphoblastoid,None,0.0035367743524428313,0.0009451288207105562,0.012659976869432831,0.0021130422984301234
3645,3646,76304,YY1,LCL,Lymphoblastoid,Blood,0.0018634716693707793,0.0017286258530985266,0.0032872928083401438,0.0021136779955578944
3646,3647,56127,APOBEC3B,MCF-7,Epithelium,Breast,0.006904370260158034,0.0008405389100117834,0.013021599048090542,0.002125704439735532
3647,3648,74115,ESR1,None,Patient,None,0.011985089450803389,0.0007780502652308934,0.024199970489346172,0.0021277761656053884
3648,3649,33101,ESR1,MCF-7,Epithelium,Breast,0.016261123367485548,0.0007533843667982814,0.08776757745514535,0.002142996816228926
3649,3650,49612,ESR1,MCF-7,Epithelium,Breast,0.016261123367485548,0.0007533843667982814,0.08776757745514535,0.002142996816228926
3650,3651,33507,ESR1,None,Epithelium,Mammary Gland,0.004021527345914899,0.0009881232488509549,0.007561275783174315,0.0021537582981248637
3651,3652,46261,GABPA,HL-60,Promyeloblast,Blood,0.0031504583833807274,0.0010212129647274733,0.010674359457611462,0.0021578127975876993
3652,3653,34559,TP63,None,Keratinocyte,Foreskin,0.002670365431749553,0.0013489587257372157,0.003737024290676702,0.0021685990632710483
3653,3654,46290,GATA2,K562,Erythroblast,Bone Marrow,0.0156889438376177,0.0007635489975305549,0.17305950896921474,0.0021761560384141454
3654,3655,45858,CTCF,None,Fibroblast,Connective Tissue,0.13190097033810444,0.0007315562848123821,0.21160175134849807,0.0021768807609888197
3655,3656,64073,ZBTB17,HEK293,Epithelium,Embryonic Kidney,0.0023846049129608534,0.0011131116374372577,0.01690053069235334,0.0021788655537504087
3656,3657,63240,FOXK2,K562,Erythroblast,Bone Marrow,0.004481321225774435,0.0009067651295363129,0.020084465407181177,0.00218071225891725
3657,3658,46063,CTCF,A549,Epithelium,Lung,0.15939964545281166,0.0007333219541545216,0.1917328106593077,0.0021834286370610023
3658,3659,5437,FLI1,EWS502,Small Round Tumor Cell,None,0.005260672344967894,0.0009365573550882097,0.009084441458138675,0.0021931752878341926
3659,3660,68570,POU3F2,None,Neural Progenitor Cell,None,0.002668493999066418,0.0016410160148811403,0.002625489995719809,0.0021977990712820916
3660,3661,59168,MLLT1,SEM,Pre-B Lymphocyte,None,0.002239418913704036,0.0020677980280934664,0.0023139253153575687,0.0022021311939500188
3661,3662,8417,TCF7L2,None,Haematopoietic Progenitor Cell,Blood,0.002920426373382778,0.0011560965711398597,0.006645336960742308,0.0022093533313252145
3662,3663,64653,FOXJ2,K562,Erythroblast,Bone Marrow,0.005452545871638313,0.0008974001217586349,0.017563489453794424,0.0022146592915167074
3663,3664,63224,HNF4G,None,None,Liver,0.012422530816007355,0.0008004701697874517,0.040013334430216416,0.0022146711302241107
3664,3665,55816,BRD4,293T,None,None,0.002332947824745507,0.0022222188442458874,0.0021295243148338784,0.0022251374142358005
3665,3666,44087,STAT5,None,T Lymphocyte,Blood,0.0022983806625490474,0.0018515270495184336,0.0026839307589393083,0.0022258974164199863
3666,3667,34390,SMARCA4,None,None,None,0.14870607689506643,0.0007486262352999903,0.33556010397175373,0.0022324544216442144
3667,3668,36775,ZNF143,HeLa-S3,Epithelium,Cervix,0.0021400863976121635,0.0015507920721774813,0.00434536807602494,0.002235089133438839
3668,3669,42520,CTCF,GM2588,Lymphoblastoid,Blood,0.04733408497022117,0.0007691791016509065,0.07764660537233511,0.002249381650876847
3669,3670,73712,AFF1,SEM,B Lymphocyte,None,0.003968371242038332,0.0010049411833688373,0.011997396696376356,0.0022549719295752446
3670,3671,64689,H2AFZ,DOHH-2,None,None,0.006331234965778157,0.0009101520479059124,0.014767664064604388,0.002265296333905209
3671,3672,64266,HCFC1,MCF-7,Epithelium,Breast,0.0028516278611863555,0.0011574770208987555,0.009799409712616884,0.002278511669411676
3672,3673,37109,HSF1,NCI-H441,Epithelium,Lung,0.0023317006418123484,0.002231575540828507,0.0022867161647362427,0.0022825947862589735
3673,3674,64688,H2AFZ,DOHH-2,None,None,0.003332468420829992,0.0010465855338282666,0.018873137856107485,0.002292706092763497
3674,3675,68635,KMT2D,None,patient derived xenograft cells,None,0.0023479435495089717,0.0014402411211703995,0.005707708090946272,0.002315840346210518
3675,3676,37110,HSF1,NCI-H838,Epithelium,Lung,0.0029555029824363858,0.0013733156533132264,0.004475929090172613,0.002325711407630826
3676,3677,45879,MXI1,K562,Erythroblast,Bone Marrow,0.009547957136727783,0.0008880997481386867,0.018443875450395934,0.002334847214563285
3677,3678,37116,HSF1,BT-20,Epithelium,Mammary Gland,0.0028813729563654487,0.0016795977315456052,0.002927118047334242,0.0023363233897092384
3678,3679,49196,DDX5,NTERA-2,None,Testis,0.09137469143759963,0.0007916905696433142,0.2910249100662884,0.0023507236878205218
3679,3680,5574,GATA1,None,Erythroblast,Blood,0.006820754187653136,0.0009092322004428658,0.03370500687113347,0.0023511038031134857
3680,3681,32853,TERC,HeLa,Epithelium,Cervix,0.00309177027041082,0.1286997902826963,0.0010598089595266526,0.002354128243699072
3681,3682,53252,FOXM1,HEK293,Epithelium,Embryonic Kidney,0.002474989177842188,0.0021450177649026112,0.002480866729236042,0.002356038949315742
3682,3683,38081,SSRP1,HT1080,None,Connective Tissue,0.002738959861098963,0.0015533128748780392,0.0037818194976190433,0.0023560695197596404
3683,3684,64668,NRF1,HepG2,Epithelium,Liver,0.0038461153770340335,0.0011393350923878068,0.007640872386670106,0.002364877939579735
3684,3685,41309,ZFX,RPMI-8402,T cell leukemia,Blood,0.0021628900567532564,0.0022690703435334397,0.002784339507278669,0.0023767933792632756
3685,3686,70179,DNMT3A,None,Stem cell,Foreskin,0.002586106895657936,0.001879019112784047,0.002922212739011512,0.002378913704656427
3686,3687,68825,SPI1,K562,Leukemia Cell,None,0.003742712320687769,0.0011190230945177944,0.0103487091566536,0.0023858254672395884
3687,3688,38483,FAIRE,None,None,Pancreatic Islet,0.0026384416040139743,0.0018978966160132634,0.0028769325944275393,0.0023932942477793984
3688,3689,65189,ZBTB6,HEK293,Epithelium,Embryonic Kidney,0.004117642128009405,0.0011895082687526514,0.006038434654576584,0.002401665477603121
3689,3690,58188,BANF1,None,Keratinocyte,None,0.002654121551104041,0.001995512816561526,0.002720505456392235,0.0024087193870088175
3690,3691,34675,CHRM2,C4-12,None,None,0.0033966998919840066,0.0013193622101978014,0.005305337305901291,0.00241774489693658
3691,3692,73928,ZNF778,293T,None,None,0.0030692048105787468,0.0016570408237116454,0.0032809476400899704,0.0024309402966067317
3692,3693,45689,RAD21,H1,Embryonic Stem Cell,Embryo,0.11104393537557633,0.0008281405383677304,0.06549652274518313,0.0024365781791361174
3693,3694,36098,ESR1,None,Epithelium,Mammary Gland,0.0032359237623485527,0.0013771450454458883,0.005234546979442172,0.0024465810639476837
3694,3695,37153,HSF1,MCF-10A,Epithelium,Breast,0.0030503913975841626,0.00176651179507012,0.003052231876605302,0.0024559130848355037
3695,3696,76283,EHF,None,Epithelium,None,0.002576077644465623,0.0018275405290733785,0.003595062972988304,0.002472131103141151
3696,3697,67501,GATA3,MDA-MB-231,Epithelium,Mammary Gland,0.06980738565516126,0.0008374899783071774,0.19946133573539615,0.00247422681720616
3697,3698,393,NOTCH1,CUTLL1,T Lymphocyte,Blood,0.002314861883042569,0.001550048086587448,0.007393865182990232,0.0024744979631202146
3698,3699,71860,SMC1A,MCF-7,None,Breast,0.36760391340170584,0.0008320523014382377,0.4766716609113398,0.0024927550078359673
3699,3700,3252,FLI1,None,Megakaryocyte,Cord blood,0.0024779723574756885,0.00193339312073868,0.003638862640013877,0.0025092202122318774
3700,3701,65057,TGIF2,HepG2,Epithelium,Liver,0.0027611210252106505,0.001379936795877126,0.009277804290891952,0.0025112853616749975
3701,3702,45995,CTCF,MCF-7,Epithelium,Breast,0.0664187748012057,0.0008685383305273524,0.03787211439518741,0.002515726617596137
3702,3703,51567,SMAD2/3,HUES64,Embryonic Stem Cell,Embryo,0.002805485272842216,0.0019383279177122195,0.0031589752242862337,0.0025233188072015245
3703,3704,39780,RUNX1,Kasumi-1,Myeloblast,Blood,0.005961199100715798,0.0010279470483038837,0.026648449510492247,0.0025466799966231135
3704,3705,73698,MED1,SEM,B Lymphocyte,None,0.0064598587009849304,0.0011036816728589283,0.008623113739092957,0.002549286635197656
3705,3706,64457,CTCF,None,None,Colon,0.04959734638629787,0.0008753855699835301,0.1196038188494552,0.002563360240493362
3706,3707,37108,HSF1,MCF-10A,Epithelium,Breast,0.0026395377156702544,0.0022176156993321274,0.0029519415879501972,0.0025672870630962796
3707,3708,48331,SNAI2,None,Keratinocyte,None,0.07719983648881373,0.0008691758656592053,0.17506648887155257,0.002567701168703751
3708,3709,71065,ESR1,MCF-7,None,Breast,0.003878288713231223,0.0012979878347720096,0.007476588663868516,0.0025817475519803734
3709,3710,58139,RUNX1,U937,None,Pleura,0.005662890011429687,0.001050747377719117,0.030074811573156106,0.00258298564508197
3710,3711,55357,PIAS1,VCaP,Epithelium,Prostate,0.003450594248686567,0.0013823567110551845,0.006876980540685198,0.0025893160332613463
3711,3712,63322,ELK1,K562,Erythroblast,Bone Marrow,0.003344791138815117,0.001241636570647342,0.019313435966946353,0.0025949640657961237
3712,3713,33434,SMARCA4,None,B Lymphocyte,Blood,0.0033435156709506696,0.0013028128689094934,0.012163341319179148,0.002611327319628709
3713,3714,8563,GPS2,HEK293T,Epithelium,Embryonic Kidney,0.003802251842529474,0.0014139585971213022,0.005797128142376923,0.00262530306211356
3714,3715,71867,SMC1A,A549,Epithelium,Lung,0.2236089369329729,0.0008829823166953058,0.3174061561879254,0.0026355334442625944
3715,3716,46249,NR2F2,HepG2,Epithelium,Liver,0.004890052159953764,0.0011140644691173852,0.0293158389496737,0.0026405382953855194
3716,3717,1178,TRIM28,HEK293,Epithelium,Embryonic Kidney,0.008671513208971573,0.001017553049058254,0.029533293209254095,0.002650581688652176
3717,3718,54514,ZBTB17,MCF-10A,Epithelium,Breast,0.0026981313961636708,0.002194748566225239,0.0032869301705984563,0.002653706075743445
3718,3719,37135,HSF1,NCI-H441,Epithelium,Lung,0.00275129698767332,0.0025600653338690954,0.002665391522713531,0.002656608503196878
3719,3720,68975,PR,T47D,None,Breast,0.029825755658122368,0.0009325828040215502,0.06630926738856689,0.0026771225537630117
3720,3721,45602,CTCF,GM12874,B Lymphocyte,Blood,0.021637383570099932,0.0009598519530368914,0.032607649152478255,0.0026820292128024725
3721,3722,4611,TAL1,None,Proerythroblast,Bone Marrow,0.006739206921928811,0.0011125340704651737,0.024161030369764434,0.0027559721571281393
3722,3723,64916,CBX1,K562,Erythroblast,Bone Marrow,0.0033058237026120513,0.001351361318126741,0.021724814615813826,0.0027561833079015607
3723,3724,70944,NR3C1,A549,Epithelium,Lung,0.0027083365376933933,0.002729896710821563,0.002865966570360436,0.0027663359967914913
3724,3725,42215,STAT3,OCI-Ly7,B cell lymphoma,Blood,0.010344169369219496,0.001058046125397025,0.024131112490652397,0.002769669116696849
3725,3726,51050,PIAS1,VCaP,Epithelium,Prostate,0.004194963493069712,0.0014136318720221295,0.007764141974275567,0.002791841330507916
3726,3727,53399,CHD8,T47D,Epithelium,Mammary Gland,0.006648186995980957,0.0012057823633926958,0.010808864863046198,0.0027978892290864144
3727,3728,69279,AR,VCaP,Epithelium,Prostate,0.009871264062556378,0.0011080601278786156,0.015413892578397209,0.0028074124696776392
3728,3729,70967,MED12,None,Progenitor Cells,None,0.0034417534594426676,0.0014408170236429518,0.012141417833615246,0.0028117935180694276
3729,3730,68824,SPI1,K562,Leukemia Cell,None,0.0047600343330170105,0.001301866459233618,0.01129107356728648,0.0028122890993013128
3730,3731,70966,MED12,None,Progenitor Cells,None,0.0021283353173732816,0.0018781416154043276,0.01684937540049471,0.002825921438420198
3731,3732,52611,ESR1,MCF-7,Epithelium,Breast,0.0030702698365226563,0.002497221954424188,0.002984492044110412,0.0028269499221602046
3732,3733,8549,RNF2,HEK293T,Epithelium,Embryonic Kidney,0.0044591568809206,0.0015333842346884952,0.005493023469253649,0.0028343353776884572
